name,breed,image,weratedogs_rating,text,retweet_count,favorite_count,link_to_tweet,timestamp,tweet_id,rating
Chuck,Not A Dog,https://pbs.twimg.com/media/CXR44l9WcAAcG_N.jpg,3,This is Chuck. He's a neat dog. Very flexible. Trapped in a glass case of emotion. Devastatingly unfluffy 3/10 ,2072,4347,https://twitter.com/dog_rates/status/681302363064414209/photo/1,2015-12-28 02:35:15,681302363064414209,3
anonymous,Lhasa,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,12,"This is actually a lion. We only rate dogs. For the last time please only send dogs. Thank u.
12/10 would still pet ",1091,3490,https://twitter.com/dog_rates/status/681297372102656000/photo/1,2015-12-28 02:15:26,681297372102656000,12
Champ,Not A Dog,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,10,This is Champ. He's being sacrificed to the Aztec sun god Huitzilopochtli. So sad. 10/10 Champ doesn't deserve this ,624,1645,https://twitter.com/dog_rates/status/681242418453299201/photo/1,2015-12-27 22:37:04,681242418453299201,10
Aspen,Pomeranian,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,11,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me 11/10 ,1691,4077,"https://twitter.com/dog_rates/status/681193455364796417/photo/1,https://twitter.com/dog_rates/status/681193455364796417/photo/1",2015-12-27 19:22:30,681193455364796417,11
Ozzie,Pug,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,9,This is Ozzie. He was doing fine until he lost traction in those festive socks. Now he's tired. 9/10 still killin it ,2243,4986,"https://twitter.com/dog_rates/status/680959110691590145/photo/1,https://twitter.com/dog_rates/status/680959110691590145/photo/1,https://twitter.com/dog_rates/status/680959110691590145/photo/1",2015-12-27 03:51:18,680959110691590145,9
Alice,Soft Coated Wheaten Terrier,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,4,This is Alice. She's an idiot. 4/10 ,1225,3544,https://twitter.com/dog_rates/status/680940246314430465/photo/1,2015-12-27 02:36:20,680940246314430465,4
Cheesy,Shetland Sheepdog,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,9,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup ,418,1945,https://twitter.com/dog_rates/status/680889648562991104/photo/1,2015-12-26 23:15:17,680889648562991104,9
Ellie,Pembroke,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,12,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper ,1513,3766,"https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1",2015-12-26 19:43:36,680836378243002368,12
Brody,French Bulldog,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,9,This is Brody. That is his chair. He loves his chair. Never leaves it. 9/10 might be stuck actually ,816,2906,https://twitter.com/dog_rates/status/680609293079592961/photo/1,2015-12-26 04:41:15,680609293079592961,9
Penny,Not A Dog,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,8,This is Penny. Her tennis ball slowly rolled down her cone and into the pool. 8/10 bad things happen to good puppers ,1514,3939,"https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1",2015-12-26 03:00:19,680583894916304897,8
Hector,Lakeland Terrier,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,10,"This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. 10/10 ",844,2778,https://twitter.com/dog_rates/status/680473011644985345/photo/1,2015-12-25 19:39:43,680473011644985345,10
CeCe,Not A Dog,https://pbs.twimg.com/media/CXCh0QZW8AALdXm.jpg,10,This is CeCe. She's patiently waiting for Santa. 10/10 ,329,1598,https://twitter.com/dog_rates/status/680221482581123072/photo/1,2015-12-25 03:00:14,680221482581123072,10
Reggie,Maltese Dog,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,10,This is Reggie. His Santa hat is a little big. 10/10 he's still having fun ,1078,2519,https://twitter.com/dog_rates/status/680130881361686529/photo/1,2015-12-24 21:00:12,680130881361686529,10
Ozzy,Pug,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,9,This is Ozzy. He woke up 2 minutes before he had to be ready for the Christmas party. 9/10 classic Ozzy ,1028,2972,https://twitter.com/dog_rates/status/680115823365742593/photo/1,2015-12-24 20:00:22,680115823365742593,9
anonymous,Not A Dog,https://pbs.twimg.com/media/CXAiiHUWkAIN_28.jpg,12,This is by far the most coordinated series of pictures I was sent. Downright impressive in every way. 12/10 for all ,10034,13959,"https://twitter.com/dog_rates/status/680085611152338944/photo/1,https://twitter.com/dog_rates/status/680085611152338944/photo/1,https://twitter.com/dog_rates/status/680085611152338944/photo/1",2015-12-24 18:00:19,680085611152338944,12
Bruce,Chow,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,7,This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly ,1402,3143,https://twitter.com/dog_rates/status/679854723806179328/photo/1,2015-12-24 02:42:51,679854723806179328,7
Willie,Airedale,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,10,This is Willie. He's floating away and needs your assistance. Please someone help Willie. 10/10 ,887,2593,https://twitter.com/dog_rates/status/679844490799091713/photo/1,2015-12-24 02:02:12,679844490799091713,10
Rinna,Bloodhound,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,10,This is Rinna. She's melting. 10/10 get inside pupper ,1281,3390,https://twitter.com/dog_rates/status/679777920601223168/photo/1,2015-12-23 21:37:40,679777920601223168,10
Hunter,West Highland White Terrier,https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg,8,This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 ,937,2367,https://twitter.com/dog_rates/status/679729593985699840/photo/1,2015-12-23 18:25:38,679729593985699840,8
Mike,Boxer,https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg,8,This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 ,539,1817,https://twitter.com/dog_rates/status/679722016581222400/photo/1,2015-12-23 17:55:32,679722016581222400,8
Dwight,Not A Dog,https://pbs.twimg.com/media/CW4UtmYWsAAEjqA.jpg,8,This is Dwight. He's a pointy pupper. Very docile. Attracts marshmallows. Hurts to pet but definitely worth it 8/10 ,1673,3484,https://twitter.com/dog_rates/status/679503373272485890/photo/1,2015-12-23 03:26:43,679503373272485890,8
Evy,Maltese Dog,https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg,9,This is Evy. She doesn't want to be a Koala. 9/10 ,728,2304,https://twitter.com/dog_rates/status/679475951516934144/photo/1,2015-12-23 01:37:45,679475951516934144,9
Rubio,Pug,https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg,11,This is Rubio. He has too much skin. 11/10 ,9193,23568,https://twitter.com/dog_rates/status/679158373988876288/photo/1,2015-12-22 04:35:49,679158373988876288,11
Louis,Scottish Deerhound,https://pbs.twimg.com/media/CWzDWOkXAAAP0k7.jpg,10,This is Louis. He's a river dancer. His friends think it's badass. All are very supportive. 10/10 for Louis ,1314,3253,https://twitter.com/dog_rates/status/679132435750195208/photo/1,2015-12-22 02:52:45,679132435750195208,10
anonymous,Kelpie,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg,12,This is officially the greatest yawn of all time. 12/10 ,2893,6514,https://twitter.com/dog_rates/status/679111216690831360/video/1,2015-12-22 01:28:25,679111216690831360,12
Chompsky,Schipperke,https://pbs.twimg.com/media/CWyD2HGUYAQ1Xa7.jpg,11,This is Chompsky. He lives up to his name. 11/10 ,9299,18712,"https://twitter.com/dog_rates/status/679062614270468097/photo/1,https://twitter.com/dog_rates/status/679062614270468097/photo/1",2015-12-21 22:15:18,679062614270468097,11
Linda,Airedale,https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg,7,This is Linda. She fucking hates trees. 7/10 ,1350,3804,https://twitter.com/dog_rates/status/678798276842360832/photo/1,2015-12-21 04:44:55,678798276842360832,7
Tug,Pembroke,https://pbs.twimg.com/media/CWt-MNIWEAAUC9S.jpg,11,This is Tug. He's not required to wear the cone he just wants his voice to project more clearly. 11/10 ,1043,3037,https://twitter.com/dog_rates/status/678774928607469569/photo/1,2015-12-21 03:12:08,678774928607469569,11
Mia,Not A Dog,https://pbs.twimg.com/media/CWt3G6EVEAIGEPr.jpg,8,This is Mia. She makes awful decisions. 8/10 ,1553,3864,https://twitter.com/dog_rates/status/678767140346941444/photo/1,2015-12-21 02:41:11,678767140346941444,8
Dash,Malamute,https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg,10,This is Dash. He didn't think the water would be that cold. Damn it Dash it's December. Think a little. 10/10 ,3741,7802,https://twitter.com/dog_rates/status/678755239630127104/photo/1,2015-12-21 01:53:54,678755239630127104,10
Crystal,Maltese Dog,https://pbs.twimg.com/media/CWo_T8gW4AAgJNo.jpg,2,This is Crystal. She's a shitty fireman. No sense of urgency. People could be dying Crystal. 2/10 just irresponsible ,2880,5916,https://twitter.com/dog_rates/status/678424312106393600/photo/1,2015-12-20 03:58:55,678424312106393600,2
Bella,Miniature Pinscher,https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg,11,"This is Bella. She just learned that her final grade in chem was a 92.49 
poor pupper 11/10 ",473,2044,https://twitter.com/dog_rates/status/678389028614488064/photo/1,2015-12-20 01:38:42,678389028614488064,11
Crumpet,Samoyed,https://pbs.twimg.com/media/CWoXOfSUAAA4u8g.jpg,10,This is Crumpet. He underestimated the snow. Quickly retreating. 10/10 ,1020,2655,https://twitter.com/dog_rates/status/678380236862578688/photo/1,2015-12-20 01:03:46,678380236862578688,10
Rosie,Norfolk Terrier,https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg,10,This is Rosie. She has a snazzy bow tie and a fin for a tail. Probably super fast underwater. Cool socks 10/10 ,304,1427,https://twitter.com/dog_rates/status/678334497360859136/photo/1,2015-12-19 22:02:01,678334497360859136,10
Jessifer,Chihuahua,https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg,9,This is Jessifer. She is a Bismoth Teriyaki. Flowers being attacked by hurricanes on bandana (rad). 9/10 stellar pup ,418,1726,https://twitter.com/dog_rates/status/678255464182861824/photo/1,2015-12-19 16:47:58,678255464182861824,9
Reese,Miniature Pinscher,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg,12,This is Reese. He likes holding hands. 12/10 ,7148,15018,https://twitter.com/dog_rates/status/678021115718029313/photo/1,2015-12-19 01:16:45,678021115718029313,12
Ralph,Siberian Husky,https://pbs.twimg.com/media/CWesj06W4AAIKl8.jpg,10,This is Ralph. He's an interpretive dancer. 10/10 ,1622,3689,https://twitter.com/dog_rates/status/677700003327029250/photo/1,2015-12-18 04:00:46,677700003327029250,10
Sadie,Shih Tzu,https://pbs.twimg.com/media/CWerGmOXAAAm6NY.jpg,9,This is Sadie. She got her holidays confused. 9/10 damn it Sadie ,363,1332,https://twitter.com/dog_rates/status/677698403548192770/photo/1,2015-12-18 03:54:25,677698403548192770,9
anonymous,Chihuahua,https://pbs.twimg.com/ext_tw_video_thumb/677644010865999872/pu/img/zVHEMYnJKzq1SauT.jpg,11,This is a dog swinging. I really enjoyed it so I hope you all do as well. 11/10 ,886,2040,https://twitter.com/dog_rates/status/677644091929329666/video/1,2015-12-18 00:18:36,677644091929329666,11
Sandy,Not A Dog,https://pbs.twimg.com/media/CWc5uVPXIAErLYr.jpg,10,This is Sandy. He's sexually confused. Thinks he's a pigeon. Also an All-American cheese catcher. 10/10 so petable ,819,2322,"https://twitter.com/dog_rates/status/677573743309385728/photo/1,https://twitter.com/dog_rates/status/677573743309385728/photo/1",2015-12-17 19:39:03,677573743309385728,10
Derek,Kelpie,https://pbs.twimg.com/media/CWZbBlAUsAAjRg5.jpg,10,This is Derek. All the dogs adore Derek. He's a great guy. 10/10 really solid pup ,1693,3938,https://twitter.com/dog_rates/status/677328882937298944/photo/1,2015-12-17 03:26:04,677328882937298944,10
Juckson,Japanese Spaniel,https://pbs.twimg.com/media/CWZBsjPWsAAZFFl.jpg,5,This is Juckson. He's totally on his way to a nascar race. 5/10 for Juckson ,471,1362,https://twitter.com/dog_rates/status/677301033169788928/photo/1,2015-12-17 01:35:24,677301033169788928,5
anonymous,Shetland Sheepdog,https://pbs.twimg.com/media/CWYk0WxWoAAEwRt.jpg,10,This is the happiest pupper I've ever seen. 10/10 would trade lives with ,790,2164,https://twitter.com/dog_rates/status/677269281705472000/photo/1,2015-12-16 23:29:14,677269281705472000,10
Cooper,Malamute,https://pbs.twimg.com/media/CWUZpydWcAAeipD.jpg,11,This is Cooper. He doesn't know how cheese works. Likes the way it feels on his face. Cheeky tongue slip. 11/10 ,1203,3015,https://twitter.com/dog_rates/status/676975532580409345/photo/1,2015-12-16 04:01:59,676975532580409345,11
Tyrus,Welsh Springer Spaniel,https://pbs.twimg.com/media/CWUCGMtWEAAjXnS.jpg,8,This is Tyrus. He's a Speckled Centennial Ticonderoga. Terrified of floating red ball. Nifty bandana. 8/10 v petable ,448,1413,https://twitter.com/dog_rates/status/676949632774234114/photo/1,2015-12-16 02:19:04,676949632774234114,8
Karl,Not A Dog,https://pbs.twimg.com/media/CWUA1GFW4AAowiq.jpg,6,This is Karl. Karl thinks he's slick. 6/10 sneaky pup ,980,2354,https://twitter.com/dog_rates/status/676948236477857792/photo/1,2015-12-16 02:13:31,676948236477857792,6
anonymous,Doberman,https://pbs.twimg.com/media/CWPQwmJWUAAu_At.jpg,12,This is the saddest/sweetest/best picture I've been sent. 12/10 😢🐶 ,219,1183,https://twitter.com/dog_rates/status/676613908052996102/photo/1,2015-12-15 04:05:01,676613908052996102,12
Godzilla,Whippet,https://pbs.twimg.com/media/CWPHMqKVAAAE78E.jpg,9,This is Godzilla pupper. He had a ruff childhood &amp; now deflects that pain outward by terrorizing cities. Tragic 9/10 ,440,1280,https://twitter.com/dog_rates/status/676603393314578432/photo/1,2015-12-15 03:23:14,676603393314578432,9
Bubbles,Boston Bull,https://pbs.twimg.com/media/CWO5gmCUYAAX4WA.jpg,5,This is Bubbles. He kinda resembles a fish. Always makes eye contact with u no matter what. Sneaky tongue slip. 5/10 ,896,2533,https://twitter.com/dog_rates/status/676588346097852417/photo/1,2015-12-15 02:23:26,676588346097852417,5
Kenneth,Whippet,https://pbs.twimg.com/media/CWJqN9iWwAAg86R.jpg,10,This is Kenneth. He's stuck in a bubble. 10/10 hang in there Kenneth ,31989,67100,https://twitter.com/dog_rates/status/676219687039057920/photo/1,2015-12-14 01:58:31,676219687039057920,10
Herm,Not A Dog,https://pbs.twimg.com/media/CWJmzNsWUAE706Z.jpg,9,This is Herm. He just wants to be like the other dogs. Sneaky tongue slip. Super fuzzy. 9/10 would cuddle firmly ,661,1881,https://twitter.com/dog_rates/status/676215927814406144/photo/1,2015-12-14 01:43:35,676215927814406144,9
Bert,Irish Water Spaniel,https://pbs.twimg.com/media/CWIngp5WEAAJOy3.jpg,10,This is Bert. He likes flowers. 10/10 ,744,2077,https://twitter.com/dog_rates/status/676146341966438401/photo/1,2015-12-13 21:07:04,676146341966438401,10
Donny,Italian Greyhound,https://pbs.twimg.com/media/CWE_x33UwAEE3no.jpg,6,This is Donny. He's summoning the demon monster Babadook. 6/10 Donny please no that won't be a good time for anyone ,976,2297,https://twitter.com/dog_rates/status/675891555769696257/photo/1,2015-12-13 04:14:39,675891555769696257,6
Pepper,Pug,https://pbs.twimg.com/media/CWEWClfW4AAnqhG.jpg,10,"This is Pepper. She's not fully comfortable riding her imaginary bike yet. 10/10 don't worry pupper, it gets easier ",1000,2477,https://twitter.com/dog_rates/status/675845657354215424/photo/1,2015-12-13 01:12:15,675845657354215424,10
Bernie,Beagle,https://pbs.twimg.com/media/CWDrGH4UYAARoq_.jpg,10,This is Bernie. He just touched a boob for the first time. 10/10 ,3787,11101,https://twitter.com/dog_rates/status/675798442703122432/photo/1,2015-12-12 22:04:39,675798442703122432,10
Lenny,Standard Schnauzer,https://pbs.twimg.com/media/CWCbd8ZWoAAtqoH.jpg,12,This is Lenny. He was just told that he couldn't explore the fish tank. 12/10 smh all that work for nothing ,928,2046,"https://twitter.com/dog_rates/status/675710890956750848/photo/1,https://twitter.com/dog_rates/status/675710890956750848/photo/1",2015-12-12 16:16:45,675710890956750848,12
anonymous,English Springer,https://pbs.twimg.com/media/CWCXj35VEAIFvtk.jpg,10,This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof ,106,693,https://twitter.com/dog_rates/status/675706639471788032/photo/1,2015-12-12 15:59:51,675706639471788032,10
Ellie,Pembroke,https://pbs.twimg.com/media/CV_4ShmUYAA3wNu.jpg,10,This is Ellie AKA Queen Slayer of the Orbs. Very self-motivated. Great yard. Rad foliage. 10/10 would pet diligently ,428,1276,https://twitter.com/dog_rates/status/675531475945709568/photo/1,2015-12-12 04:23:49,675531475945709568,10
Daisy,Labrador Retriever,https://pbs.twimg.com/media/CV9etctWUAAl5Hp.jpg,12,This is Daisy. She loves that shoe. Still no seat belt. Super churlish. 12/10 the dogs are killing it today ,262,1136,https://twitter.com/dog_rates/status/675362609739206656/photo/1,2015-12-11 17:12:48,675362609739206656,12
Arnold,Standard Poodle,https://pbs.twimg.com/media/CV6spB7XAAIpMyP.jpg,10,This is Arnold. He broke his leg saving a handicapped child from a forest fire. True hero. 10/10 inspirational dog ,1795,3920,https://twitter.com/dog_rates/status/675166823650848770/photo/1,2015-12-11 04:14:49,675166823650848770,10
Coops,Cardigan,https://pbs.twimg.com/media/CV6aMToXIAA7kH4.jpg,7,This is Coops. He's yelling at the carpet. Not very productive Coops. 7/10 ,349,1300,https://twitter.com/dog_rates/status/675146535592706048/photo/1,2015-12-11 02:54:12,675146535592706048,7
Steven,Not A Dog,https://pbs.twimg.com/media/CV6P1lnWIAAUQHk.jpg,5,This is Steven. He got locked outside. Damn it Steven. 5/10 nice grill tho ,542,1398,https://twitter.com/dog_rates/status/675135153782571009/photo/1,2015-12-11 02:08:58,675135153782571009,5
anonymous,Samoyed,https://pbs.twimg.com/media/CV4_8FgXAAQOj4S.jpg,11,This is a fluffy albino Bacardi Columbia mix. Excellent at the tweets. 11/10 would hug gently ,366,1141,https://twitter.com/dog_rates/status/675047298674663426/photo/1,2015-12-10 20:19:52,675047298674663426,11
Tedders,Pembroke,https://pbs.twimg.com/media/CV1ffl3XAAAiFyr.jpg,11,This is Tedders. He broke his leg saving babies from the Pompeii eruption. 11/10 where's his Purple Heart? @POTUS ,949,3240,https://twitter.com/dog_rates/status/674800520222154752/photo/1,2015-12-10 03:59:15,674800520222154752,11
Superpup,Chihuahua,https://pbs.twimg.com/media/CV1HztsWoAAuZwo.jpg,11,This is Superpup. His head isn't proportional to his body. Has yet to serve any justice. 11/10 maybe one day pupper ,532,1213,https://twitter.com/dog_rates/status/674774481756377088/photo/1,2015-12-10 02:15:47,674774481756377088,11
Sophie,Bernese Mountain Dog,https://pbs.twimg.com/media/CV0rL7RWEAAbhqm.jpg,10,This is Sophie. She just saw a spider. 10/10 don't just stand there Sophie ,607,1514,https://twitter.com/dog_rates/status/674743008475090944/photo/1,2015-12-10 00:10:43,674743008475090944,10
Rodman,Not A Dog,https://pbs.twimg.com/media/CVzkA7-WsAAcXz6.jpg,10,This is Rodman. He's getting destroyed by the surfs. Valiant effort though. 10/10 better than most puppers probably ,276,994,https://twitter.com/dog_rates/status/674664755118911488/photo/1,2015-12-09 18:59:46,674664755118911488,10
Louis,Chow,https://pbs.twimg.com/media/CVwx3dQXAAA0ksL.jpg,13,This is Louis. He thinks he's flying. 13/10 this is a legendary pup ,2275,6676,"https://twitter.com/dog_rates/status/674468880899788800/photo/1,https://twitter.com/dog_rates/status/674468880899788800/photo/1",2015-12-09 06:01:26,674468880899788800,13
Ava,Golden Retriever,https://pbs.twimg.com/media/CVwHgblWcAACWOD.jpg,12,This is Ava. She doesn't understand flowers. 12/10 would caress firmly ,592,1536,https://twitter.com/dog_rates/status/674422304705744896/photo/1,2015-12-09 02:56:22,674422304705744896,12
Jonah,Chihuahua,https://pbs.twimg.com/media/CVwCdCFW4AUHY4D.jpg,10,This is Jonah. He's a Stinted Fisher Price. Enjoys chewing on his miniature RipStik. 10/10 very upbeat fellow ,157,731,https://twitter.com/dog_rates/status/674416750885273600/photo/1,2015-12-09 02:34:18,674416750885273600,10
Lenny,Beagle,https://pbs.twimg.com/media/CVv84VDUEAEm3dW.jpg,10,This is Lenny. He wants to be a sprinkler. 10/10 you got this Lenny ,515,1289,https://twitter.com/dog_rates/status/674410619106390016/photo/1,2015-12-09 02:09:56,674410619106390016,10
Gary,Lakeland Terrier,https://pbs.twimg.com/media/CVvueeeWwAUcQLR.jpg,8,This is Gary. He's a hide and seek champion. Second only to Kony. 8/10 Gary has a gift ,635,1607,https://twitter.com/dog_rates/status/674394782723014656/photo/1,2015-12-09 01:07:00,674394782723014656,8
Lennon,Not A Dog,https://pbs.twimg.com/media/CVuopr8WwAExw_T.jpg,8,This is Lennon. He's in quite the predicament. 8/10 hang in there pupper ,570,1516,https://twitter.com/dog_rates/status/674318007229923329/photo/1,2015-12-08 20:01:55,674318007229923329,8
Kenny,Cardigan,https://pbs.twimg.com/media/CVuQ2LeUsAAIe3s.jpg,11,This is Kenny. He just wants to be included in the happenings. 11/10 ,6533,15817,https://twitter.com/dog_rates/status/674291837063053312/photo/1,2015-12-08 18:17:56,674291837063053312,11
Bob,Pug,https://pbs.twimg.com/media/CVt8OmIWIAAbxvJ.jpg,8,"This is Bob. He's a Juniper Fitzsimmons. His body is 2, but his face is 85. Always looks miserable. Nice stool. 8/10 ",255,961,https://twitter.com/dog_rates/status/674269164442398721/photo/1,2015-12-08 16:47:50,674269164442398721,8
Henry,Not A Dog,https://pbs.twimg.com/media/CVt49k_WsAAtNYC.jpg,2,This is Henry. He's a shit dog. Short pointy ears. Leaves trail of pee. Not fluffy. Doesn't come when called. 2/10 ,936,1766,https://twitter.com/dog_rates/status/674265582246694913/photo/1,2015-12-08 16:33:36,674265582246694913,2
Gus,Greater Swiss Mountain Dog,https://pbs.twimg.com/media/CVt2PawWIAEUkqW.jpg,9,This is Gus. He's super stoked about being an elephant. Couldn't be happier. 9/10 for elephant pupper ,498,1391,https://twitter.com/dog_rates/status/674262580978937856/photo/1,2015-12-08 16:21:41,674262580978937856,9
anonymous,Pomeranian,https://pbs.twimg.com/media/CVrSxy7WsAAFD2F.jpg,11,This is a Sagitariot Baklava mix. Loves her new hat. 11/10 radiant pup ,186,804,https://twitter.com/dog_rates/status/674082852460433408/photo/1,2015-12-08 04:27:30,674082852460433408,11
Earl,Not A Dog,https://pbs.twimg.com/media/CVrA-rIWEAANxwQ.jpg,5,This is Earl. Earl is lost. Someone help Earl. He has no tags. Just trying to get home. 5/10 hang in there Earl ,2450,6769,https://twitter.com/dog_rates/status/674063288070742018/photo/1,2015-12-08 03:09:46,674063288070742018,5
Stanley,Cardigan,https://pbs.twimg.com/media/CVq3zAaWwAA8vpk.jpg,10,"This is Stanley. Yes he is aware of the spoon's presence, he just doesn't know what he should do about it. 10/10 ",1441,3576,https://twitter.com/dog_rates/status/674053186244734976/photo/1,2015-12-08 02:29:37,674053186244734976,10
Lucy,Shih Tzu,https://pbs.twimg.com/media/CVq2UHwWEAAduMw.jpg,10,This is Lucy. She knits. Specializes in toboggans. 10/10 I'd buy a toboggan from Lucy ,530,1564,https://twitter.com/dog_rates/status/674051556661161984/photo/1,2015-12-08 02:23:09,674051556661161984,10
Kaiya,Eskimo Dog,https://pbs.twimg.com/media/CVqqMtiVEAEye_L.jpg,12,This is Kaiya. She's an aspiring shoe model. 12/10 follow your dreams pupper ,456,1176,https://twitter.com/dog_rates/status/674038233588723717/photo/1,2015-12-08 01:30:12,674038233588723717,12
Acro,Collie,https://pbs.twimg.com/media/CVqZBO8WUAAd931.jpg,10,This is Acro. You briefly see her out of the corner of your eye. You look and she's not there. 10/10 mysterious pup ,340,1208,https://twitter.com/dog_rates/status/674019345211760640/photo/1,2015-12-08 00:15:09,674019345211760640,10
anonymous,Pug,https://pbs.twimg.com/media/CVpgPGwWoAEV7gG.jpg,10,This is one esteemed pupper. Just graduated college. 10/10 what a champ ,1069,2091,https://twitter.com/dog_rates/status/673956914389192708/photo/1,2015-12-07 20:07:04,673956914389192708,10
Obie,Schipperke,https://pbs.twimg.com/media/CVo-JuMWwAAet6F.jpg,11,This is Obie. He is on guard watching for evildoers from the comfort of his pumpkin. Very brave pupper. 11/10 ,401,1251,https://twitter.com/dog_rates/status/673919437611909120/photo/1,2015-12-07 17:38:09,673919437611909120,11
anonymous,Not A Dog,https://pbs.twimg.com/media/CVmE_fAWIAAlDhU.jpg,4,This is a heavily opinionated dog. Loves walls. Nobody knows how the hair works. Always ready for a kiss. 4/10 ,2303,3815,https://twitter.com/dog_rates/status/673715861853720576/photo/1,2015-12-07 04:09:13,673715861853720576,4
Riley,Golden Retriever,https://pbs.twimg.com/media/CVl-Z0dWcAAs7wr.jpg,12,This is Riley. She's just an adorable football fan. 12/10 I'd watch the sports with her ,315,1153,https://twitter.com/dog_rates/status/673708611235921920/photo/1,2015-12-07 03:40:24,673708611235921920,12
Raymond,German Short Haired Pointer,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,10,This is Raymond. He's absolutely terrified of floating tennis ball. 10/10 it'll be ok pupper ,434,1177,"https://twitter.com/dog_rates/status/673707060090052608/photo/1,https://twitter.com/dog_rates/status/673707060090052608/photo/1",2015-12-07 03:34:14,673707060090052608,10
Dot,Shih Tzu,https://pbs.twimg.com/media/CVl7u00WcAAufzR.jpg,8,This is Dot. He found out you only pretended to throw the ball that one time. You don't fuck with Dot. 8/10 ,439,1337,https://twitter.com/dog_rates/status/673705679337693185/photo/1,2015-12-07 03:28:45,673705679337693185,8
Pickles,Not A Dog,https://pbs.twimg.com/media/CVl0vFeWoAAMTfg.jpg,8,This is Pickles. She's a tiny pointy pupper. Average walker. Very skeptical of wet leaf. 8/10 ,2165,4067,"https://twitter.com/dog_rates/status/673697980713705472/photo/1,https://twitter.com/dog_rates/status/673697980713705472/photo/1",2015-12-07 02:58:09,673697980713705472,8
George,Pekinese,https://pbs.twimg.com/media/CVlqi_AXIAASlcD.jpg,11,This is George. He's upset that the 4th of July isn't everyday. 11/10 ,479,1544,https://twitter.com/dog_rates/status/673686845050527744/photo/1,2015-12-07 02:13:55,673686845050527744,11
Shnuggles,Samoyed,https://pbs.twimg.com/media/CVlkid8WoAAqDlB.jpg,13,This is Shnuggles. I would kill for Shnuggles. 13/10 ,521,1460,https://twitter.com/dog_rates/status/673680198160809984/photo/1,2015-12-07 01:47:30,673680198160809984,13
Kendall,Labrador Retriever,https://pbs.twimg.com/media/CVlUfBbUwAQyfcD.jpg,12,This is Kendall. 12/10 would cuddle the hell out of ,397,1339,https://twitter.com/dog_rates/status/673662677122719744/photo/1,2015-12-07 00:37:52,673662677122719744,12
Albert,Bull Mastiff,https://pbs.twimg.com/media/CVlOy3pW4AQ9H1K.jpg,10,This is Albert AKA King Banana Peel. He's a kind ruler of the kitchen. Very jubilant pupper. 10/10 overall great dog ,265,769,https://twitter.com/dog_rates/status/673656262056419329/photo/1,2015-12-07 00:12:23,673656262056419329,10
